Mes;genero_principal;generos_secundarios;cantidad_reproducciones;msPlayed;Minutos escuchados
2025-11;Indie Rock;Indie Folk, Alternative Rock;4;320293;5.338.216.666.666.660
2025-11;Indie Pop;R&B Urbano, Bedroom Pop;3;276921;4.615.349.999.999.990
2025-11;Indie Pop;Acoustic;1;256859;4.280.983.333.333.330
2025-11;Indie Rock;Lo-Fi / Experimental;1;249917;4.165.283.333.333.330
2025-11;Rock Argentino;Art Rock, Alternative Rock, Electronic Fusion;1;240973;4.016.216.666.666.660
2025-11;Rock Argentino;Post-Punk / Folklore Rock;3;230625;384.375
2025-11;Canción de Autor;Indie Folk;1;228467;38.077.833.333.333.300
2025-11;Indie Rock;Lo-Fi, Alternative Rock;1;221333;36.888.833.333.333.300
2025-11;Rock Argentino;Pop Rock;2;210427;35.071.166.666.666.600
2025-11;Indie Pop;Indie Folk, Canción Pop / Canción Urbana;6;209808;34.968
2025-11;Rock Nacional;Pop Rock / Art Pop;4;208071;346.785
2025-11;Indie Rock;Post-Punk, New Wave;3;206716;34.452.666.666.666.600
2025-11;Indie Rock;Experimental / Psych Folk;1;206451;344.085
2025-11;Indie Folk;Acoustic / Canción de Autor;1;200173;33.362.166.666.666.600
2025-11;Rock Argentino;Hard Rock, Blues Rock, Proto-Punk, Folk Progresivo;4;195258;32.542.999.999.999.900
2025-11;Urbano Latino;DJ / Reggaeton / Trap;1;195165;325.275
2025-11;Indie Rock;MPB / Psychedelic Pop;1;195067;3.251.116.666.666.660
2025-11;Urbano Latino;Hip-Hop, Funk Carioca, Boom Bap, Trap;15;192985;32.164.166.666.666.600
2025-11;Urbano / Trap;EDM / Trap / Session Producer;3;188453;31.408.833.333.333.300
2025-11;Indie Pop;Synth-Pop, Bedroom Pop;3;182534;30.422.333.333.333.300
2025-11;Rock Argentino;Latin Rock, Ska Rock, Cumbia Rock;2;180680;30.113.333.333.333.300
2025-11;Rock Nacional;Rock Progresivo / Jazz Rock;11;161357;2.689.283.333.333.330
2025-11;Indie Pop;R&B / Bedroom Pop;4;158958;26.493
2025-11;Rock Nacional;Rock Barrial;2;158520;2.642
2025-11;Rock Argentino;Folk Rock / Psychedelic Rock;2;140394;23.399
2025-11;Rock Argentino;Folk Rock, Progressive Rock;8;116770;19.461.666.666.666.600
2025-11;Canción de Autor;Folk Latinoamericano;1;105689;17.614.833.333.333.300
2025-11;Indie Folk;Americana, Acoustic;2;102440;17.073.333.333.333.300
2025-11;Indie Rock;Surf Rock / Lo-Fi;1;99091;16.515.166.666.666.600
2025-11;Indie Pop;Bedroom Pop / R&B;1;96817;16.136.166.666.666.600
2025-11;Indie Pop;Pop Rock / Dream Pop;1;84100;14.016.666.666.666.600
2025-11;Indie Folk;Alt-Country / Acoustic;2;66103;11.017.166.666.666.600
2025-11;Indie Rock;Experimental, Dream Pop, Lo-Fi;2;65890;10.981.666.666.666.600
2025-11;Indie Rock;Indie Folk / Singer-Songwriter;1;59897;0.9982833333333333
2025-11;Indie Pop;Jangle Pop / Soft Rock;1;36768;0.6128
2025-11;Indie Pop;Latin Alternative / Singer-Songwriter;1;34774;0.5795666666666667
2025-11;Canción de Autor;Latin Fusion / Pop Folk;1;32306;0.5384333333333333
2025-11;Indie Folk;Canción de Autor;6;29157;0.48595
2025-11;Indie Pop;Pop Rock / Urban;4;27927;0.46545000000000003
2025-11;Canción de Autor;Experimental Folk;3;23886;0.3981
2025-11;Indie Rock;Lo-Fi, Noise Pop, Post-Punk;6;17703;0.29505000000000003
2025-11;Indie Pop;Singer-Songwriter;4;16095;0.26825
2025-11;Indie Rock;Alternative Rock;2;12988;0.21646666666666667
2025-11;Canción de Autor;Folk Fusion / Rock;1;10945;0.18241666666666667
2025-11;Rock Argentino;Psych Rock, Folk Rock, Canción de Autor;4;6926;0.11543333333333335
2025-11;Rock Argentino;Alternative Rock, Post-Punk, Shoegaze;1;6145;0.10241666666666667
2025-11;Indie Folk;Canción Latinoamericana, Avant-Garde Pop;2;4704;0.0784
2025-11;Indie Pop;Bedroom Pop / Lo-Fi;2;4387;0.07311666666666666
2025-11;Indie Pop;Funk Pop / Psychedelic;1;3607;0.060116666666666665
2025-11;Indie Pop;Psychedelic Pop / R&B;1;2320;0.03866666666666667
2025-11;Rock Argentino;Hard Rock, Heavy Blues;3;1897;0.03161666666666667
2025-11;Indie Folk;Acoustic / Pop;1;1839;0.03065
2025-11;Rock Nacional;Rock Stone / Blues Rock;4;1811;0.030183333333333333
2025-11;Indie Pop;Dream Pop, R&B Soul;2;1425;0.02375
2025-11;Rock Argentino;Alternative Rock, Funk Rock, Hard Rock;4;1305;0.02175
2025-11;Canción de Autor;Folklore Fusion / Jazz;1;0;0.0
2025-11;Canción de Autor;Rumba / Folk Pop;1;0;0.0
2025-11;Indie Pop;Pop Urbano;1;0;0.0
2025-11;Indie Rock;Afro-Pop Fusion, Art Pop;1;0;0.0
2025-11;Indie Rock;MPB / Post-Punk;1;0;0.0
2025-11;Indie Rock;New Wave, Synth-Pop;1;0;0.0
2025-11;Indie Rock;Post-Punk / Pop Rock;1;0;0.0
2025-11;Urbano Latino;Dembow / Trap Latino;1;0;0.0
2025-12;Indie Pop;Electropop / Indie Chileno;53;9010758;1.501.793
2025-12;Rock Argentino;Art Rock, Alternative Rock, Electronic Fusion;33;3443291;5.738.818.333.333.330
2025-12;Indie Folk;Canción Latinoamericana;32;3405454;5.675.756.666.666.660
2025-12;Indie Pop;Canción de Autor, Art Pop;28;3303632;5.506.053.333.333.330
2025-12;Rock Nacional;Rock Stone / Blues Rock;19;2955192;492.532
2025-12;Indie Folk;Folk / Canción de Autor;20;2739461;4.565.768.333.333.330
2025-12;Rock Nacional;Rock Argentino / Reggae Rock;14;2593741;43.229.016.666.666.600
2025-12;Rock Nacional;Rock Argentino / Blues Rock;13;2536217;4.227.028.333.333.330
2025-12;Indie Folk;Folk Pop / Acoustic / Latin Alternative;16;2091984;348.664
2025-12;Indie Pop;Alternative / Bedroom Pop;15;1846457;30.774.283.333.333.300
2025-12;Rock Argentino;Pop Rock, New Wave, Progressive Rock;16;1677353;27.955.883.333.333.300
2025-12;Urbano Latino;Reggaeton, Trap Latino, Synth-Pop, Mambo;11;1475502;245.917
2025-12;Rock Argentino;Alternative Rock, Electro-Rock, Pop Rock;13;1441489;24.024.816.666.666.600
2025-12;Indie Rock;Reggae Rock / Psychedelic;8;1430772;238.462
2025-12;Rock Argentino;Murga Rock, Candombe Rock, Blues Rock;9;1428020;23.800.333.333.333.300
2025-12;Nuevo Flamenco;Latin Alternative, Bolero Fusion, Experimental Pop;11;1242101;2.070.168.333.333.330
2025-12;Indie Rock;Indie Pop / Rock Argentino / Pop Experimental;10;1227945;2.046.575
2025-12;Rock Argentino;Art Rock, Jazz Rock, Folk Rock;10;1102704;183.784
2025-12;Rock Argentino;Progressive Rock, Art Pop, Symphonic Rock;7;1082455;18.040.916.666.666.600
2025-12;Urbano Latino;Rap Punk / Cumbia / Dancehall;6;1038175;1.730.291.666.666.660
2025-12;Indie Pop;Indie Folk / Pop Tropical;7;991940;16.532.333.333.333.300
2025-12;Indie Pop;Synth-Pop / Disco Rock;5;986665;16.444.416.666.666.600
2025-12;Indie Pop;Indie Rock / Lo-Fi;7;898763;14.979.383.333.333.300
2025-12;Indie Rock;Jangle Pop, Bedroom Pop, Psychedelic Pop;2;845226;140.871
2025-12;Indie Rock;Art Rock, Synth-Pop, Dance Rock;10;843003;1.405.005
2025-12;Urbano Latino;Electro Funk, Alternative Trap, Hip-Hop;12;704627;11.743.783.333.333.300
2025-12;Rock Nacional;Rock Barrial;6;703777;11.729.616.666.666.600
2025-12;Indie Folk;Canción de Autor;6;697114;11.618.566.666.666.600
2025-12;Rock Argentino;Hard Rock, Funk Rock, Folklore Rock;8;677129;11.285.483.333.333.300
2025-12;Indie Rock;Post-Punk, Space Rock, Noise Pop;9;671702;11.195.033.333.333.300
2025-12;Indie Rock;Garage Rock, Post-Punk;6;661002;110.167
2025-12;Rock Argentino;Reggae Rock, Post-Punk;6;649596;108.266
2025-12;Indie Rock;Experimental, Dream Pop, Lo-Fi;4;642336;107.056
2025-12;Indie Folk;Psych Folk / Americana;4;616331;10.272.183.333.333.300
2025-12;Rock Argentino;Hard Rock, Heavy Blues;4;583458;97.243
2025-12;Rock Argentino;Hard Rock, Blues Rock, Proto-Punk, Folk Progresivo;6;567970;9.466.166.666.666.660
2025-12;Rock Argentino;Pop Rock, Piano Rock;8;543820;9.063.666.666.666.660
2025-12;Indie Rock;Art Rock, Alternative Rock;6;537025;8.950.416.666.666.660
2025-12;Canción de Autor;Folktronica, Indie Folk;9;526611;877.685
2025-12;Indie Pop;Lo-Fi / Bedroom Pop;3;454602;75.767
2025-12;Indie Pop;Dream Pop / Bedroom Soul;2;454468;7.574.466.666.666.660
2025-12;Indie Rock;Canción de Autor, Bedroom Pop;3;450357;750.595
2025-12;Rock Argentino;Alternative Rock, Funk Rock, Hard Rock;6;438867;731.445
2025-12;Indie Pop;Psychedelic Pop / R&B;2;437956;7.299.266.666.666.660
2025-12;Indie Folk;Acoustic, Singer-Songwriter;4;429866;7.164.433.333.333.330
2025-12;Indie Pop;Indie Folk, Canción Pop / Canción Urbana;5;402396;6.706.599.999.999.990
2025-12;Indie Rock;MPB / Post-Punk;2;401476;66.912.666.666.666.600
2025-12;Indie Rock;Alt-Country / Experimental Rock;4;396013;6.600.216.666.666.660
2025-12;Canción de Autor;Pop Folk / Latin Singer-Songwriter;9;391835;6.530.583.333.333.330
2025-12;Indie Pop;Pop Rock / Synth-Pop;5;386624;6.443.733.333.333.330
2025-12;Urbano Latino;Hip-Hop, Funk Carioca, Boom Bap, Trap;6;366800;6.113.333.333.333.330
2025-12;Urbano / Trap;EDM / Trap / Session Producer;2;348985;5.816.416.666.666.660
2025-12;Indie Pop;Bedroom Pop / Minimal Pop;2;345525;575.875
2025-12;Canción de Autor;Indie Folk;4;301099;5.018.316.666.666.660
2025-12;Rock Nacional;Pop Rock / New Wave;1;297493;4.958.216.666.666.660
2025-12;Indie Rock;Alternative Rock;1;290888;4.848.133.333.333.330
2025-12;Indie Folk;Acoustic / Pop;4;283104;47.184
2025-12;Indie Pop;Electropop / Urban Pop;2;275516;4.591.933.333.333.330
2025-12;Canción de Autor;Indie Folk, Canción Platense;6;269625;449.375
2025-12;Indie Pop;Electropop / Synth-Pop;2;268427;44.737.833.333.333.300
2025-12;Rock Argentino;Pop Rock;1;267440;4.457.333.333.333.330
2025-12;Indie Rock;Alternative;4;260039;4.333.983.333.333.330
2025-12;Indie Pop;Psychedelic Pop / Synth-Pop;2;258997;43.166.166.666.666.600
2025-12;Indie Pop;Electropop / Ambient Pop;1;255592;42.598.666.666.666.600
2025-12;Indie Pop;Pop Urbano / Bedroom Pop;1;252932;4.215.533.333.333.330
2025-12;Indie Rock;Indie Rock Argentino / Post-Punk Revival;2;250130;4.168.833.333.333.330
2025-12;Indie Pop;Electropop / Latin Fusion;1;244329;407.215
2025-12;Rock Argentino;Post-Punk, Hard Rock;2;242081;4.034.683.333.333.330
2025-12;Indie Rock;Punk Rock, Krautrock Argentino;1;241297;4.021.616.666.666.660
2025-12;Rock Argentino;Post-Punk / Tango Rock;1;241067;4.017.783.333.333.330
2025-12;Indie Rock;Post-Punk / Dance-Punk;1;239920;3.998.666.666.666.660
2025-12;Indie Rock;Lo-Fi, Noise Pop, Post-Punk;4;235402;39.233.666.666.666.600
2025-12;Indie Folk;Jazz Latinoamericano / Bossa Nova;3;231114;38.519
2025-12;Indie Pop;Indie Folk / Singer-Songwriter;2;228450;38.075
2025-12;Indie Pop;Chillwave / Electronic;1;228062;38.010.333.333.333.300
2025-12;Canción de Autor;Rock de Cámara, Experimental Folk;6;223188;37.198
2025-12;Rock Nacional;Pop Rock / Art Pop;3;221272;36.878.666.666.666.600
2025-12;Indie Rock;Indie Folk / Alternative;2;216236;36.039.333.333.333.300
2025-12;Rock Argentino;Alternative Rock / Post-Punk;1;209733;349.555
2025-12;Indie Pop;Bedroom Pop;1;209113;34.852.166.666.666.600
2025-12;Indie Folk;Bolero / Latin Fusion;1;208659;347.765
2025-12;Indie Folk;Acoustic / Canción de Autor;3;204967;34.161.166.666.666.600
2025-12;Rock Argentino;Pop Rock / Canción de Autor;1;202822;33.803.666.666.666.600
2025-12;Indie Pop;Pop Rock / Canción de Autor;1;201878;33.646.333.333.333.300
2025-12;Indie Pop;Electropop / Latin Alternative;1;201290;3.354.833.333.333.330
2025-12;Urbano Latino;Alternative Hip-Hop, Industrial Rap, Post-Punk;3;198340;33.056.666.666.666.600
2025-12;Indie Pop;Dream Pop / Experimental;3;194425;3.240.416.666.666.660
2025-12;Canción de Autor;Folk Fusion / Rock;4;194020;32.336.666.666.666.600
2025-12;Indie Pop;Electropop / Art Pop;2;193362;32.226.999.999.999.900
2025-12;Indie Folk;Singer-Songwriter;1;190983;318.305
2025-12;Urbano Latino;Alternative Hip-Hop / Latin Fusion;1;189867;316.445
2025-12;Canción de Autor;Jazz Fusion, Folklore Fusion, Pop Rock;4;184277;30.712.833.333.333.300
2025-12;Rock Nacional;Rock Progresivo / Jazz Rock;3;182095;30.349.166.666.666.600
2025-12;Canción de Autor;Indie Pop, Folk Latinoamericano;3;174921;291.535
2025-12;Indie Rock;Garage Rock / Psychedelic;1;164804;27.467.333.333.333.300
2025-12;Canción de Autor;Candombe Beat, Folk Uruguayo;5;164741;27.456.833.333.333.300
2025-12;Indie Rock;Post-Punk, New Wave;2;157731;26.288.500.000.000.000
2025-12;Indie Pop;Canción de Autor / Folk;1;148007;24.667.833.333.333.300
2025-12;Urbano Latino;Dembow / Trap Latino;1;144019;2.400.316.666.666.660
2025-12;Indie Pop;R&B Urbano, Bedroom Pop;2;138217;23.036.166.666.666.600
2025-12;Canción de Autor;Latin Fusion / Pop Folk;3;128421;214.035
2025-12;Indie Rock;Dance-Rock / Post-Punk;8;102488;17.081.333.333.333.300
2025-12;Rock Argentino;Psych Rock, Folk Rock, Canción de Autor;1;98053;16.342.166.666.666.600
2025-12;Indie Pop;Synth-Pop, Bedroom Pop;1;81783;136.305
2025-12;Rock Argentino;Latin Rock, Ska Rock, Cumbia Rock;1;66357;110.595
2025-12;Indie Pop;R&B / Bedroom Pop;2;39664;0.6610666666666667
2025-12;Indie Rock;Indie Folk / Americana;1;33583;0.5597166666666666
2025-12;Urbano Latino;Alternative R&B / Pop Urbano;1;27916;0.46526666666666666
2025-12;Indie Rock;Punk Folk, Experimental Rock;2;27454;0.4575666666666667
2025-12;Canción de Autor;Rumba / Reggae / Folk Fusion;2;25064;0.41773333333333335
2025-12;Rock Argentino;Folk Rock / Psychedelic Rock;2;22200;0.37
2025-12;Indie Folk;Alt-Country / Acoustic;1;19868;0.33113333333333334
2025-12;Rock Argentino;Pop Rock / Fusion;1;19460;0.3243333333333333
2025-12;Indie Pop;Pop Rock / Urban;1;17443;0.2907166666666667
2025-12;Indie Pop;Funk Pop / Psychedelic;2;16390;0.27316666666666667
2025-12;Rock Argentino;Blues Rock / Psicodelia;2;12731;0.21218333333333333
2025-12;Indie Pop;Dream Pop / Latin Pop;1;8840;0.14733333333333334
2025-12;Indie Folk;Folk Rock / Alt-Country;1;6274;0.10456666666666667
2025-12;Indie Folk;Alt-Country / Soul;1;6267;0.10445
2025-12;Indie Rock;Indie Pop / Alternative;1;5817;0.09695
2025-12;Indie Rock;Americana / Roots Rock;1;5523;0.09205
2025-12;Indie Folk;Canción Latinoamericana, Avant-Garde Pop;3;5083;0.08471666666666666
2025-12;Indie Rock;New Wave, Synth-Pop;1;5052;0.0842
2025-12;Rock Argentino;Post-Punk, New Wave, Darkwave;1;4957;0.08261666666666667
2025-12;Indie Rock;Post-Punk;4;4669;0.07781666666666667
2025-12;Canción de Autor;Experimental Folk;1;4283;0.07138333333333333
2025-12;Rock Argentino;Folk Rock, Progressive Rock;3;3485;0.058083333333333334
2025-12;Indie Pop;Latin Alternative / Ambient;1;2864;0.047733333333333336
2025-12;Indie Pop;Alternative R&B / Trip-Hop;1;2754;0.0459
2025-12;Indie Pop;Psicodelia, Bedroom Pop;1;2567;0.04278333333333333
2025-12;Indie Folk;Lo-Fi / Folk Chileno;1;2280;0.038
2025-12;Indie Rock;Psychedelic Pop / Alt-Pop;1;2235;0.03725
2025-12;Indie Rock;Afro-Pop Fusion, Art Pop;1;1853;0.030883333333333332
2025-12;Rock Argentino;Progressive Rock / Drummer;1;1841;0.030683333333333333
2025-12;Indie Rock;Emo / Alternative;1;1822;0.030366666666666667
2025-12;Indie Rock;Lo-Fi / Experimental Rock;1;1493;0.024883333333333334
2025-12;Rock Argentino;Folk Rock / Folklore Fusion;1;1431;0.02385
2025-12;Indie Pop;Bedroom Pop / Lo-Fi;1;1384;0.023066666666666666
2025-12;Canción de Autor;Folk Latinoamericano / Tropical;1;1268;0.021133333333333334
2025-12;Indie Rock;Indie Folk / Singer-Songwriter;1;1025;0.017083333333333332
2025-12;Indie Pop;Electro-Pop, Performático;1;973;0.016216666666666667
2025-12;Indie Folk;Indie Pop / Electronic;1;739;0.012316666666666667
2025-12;Indie Rock;Garage Rock Revival / Post-Punk;2;336;0.005600000000000001
2025-12;Indie Rock;Indie Folk, Alternative Rock;1;150;0.0025
2025-12;Urbano Latino;Reggaeton / Pop Latino;1;0;0.0
2026-01;Indie Folk;Folk / Canción de Autor;69;11237446;18.729.076.666.666.600
2026-01;Urbano / Trap;Trap Argentino / R&B;48;7832379;13.053.965
2026-01;Rock Nacional;Rock Stone / Blues Rock;24;4204907;7.008.178.333.333.330
2026-01;Rock Argentino;Progressive Rock, Art Pop, Symphonic Rock;16;3997403;6.662.338.333.333.330
2026-01;Indie Rock;Post-Punk, Space Rock, Noise Pop;12;2165466;360.911
2026-01;Rock Argentino;Art Rock, Alternative Rock, Electronic Fusion;12;2146829;35.780.483.333.333.300
2026-01;Rock Argentino;Murga Rock, Candombe Rock, Blues Rock;17;1957180;3.261.966.666.666.660
2026-01;Rock Argentino;Reggae Rock, Post-Punk;10;1735210;28.920.166.666.666.600
2026-01;Rock Nacional;Rock Argentino / Reggae Rock;6;1684388;28.073.133.333.333.300
2026-01;Indie Folk;Canción Latinoamericana;14;1549949;25.832.483.333.333.300
2026-01;Canción de Autor;Folk Fusion / Rock;14;1543558;25.725.966.666.666.600
2026-01;Indie Folk;Folk Pop / Acoustic / Latin Alternative;9;1432196;23.869.933.333.333.300
2026-01;Rock Nacional;Rock Argentino / Blues Rock;7;1414085;23.568.083.333.333.300
2026-01;Indie Rock;Experimental, Dream Pop, Lo-Fi;7;1307389;21.789.816.666.666.600
2026-01;Indie Pop;Indie Rock / Lo-Fi;11;1223745;2.039.575
2026-01;Rock Argentino;Art Rock, Jazz Rock, Folk Rock;9;1163424;193.904
2026-01;Rock Argentino;Post-Punk, Hard Rock;7;1161496;19.358.266.666.666.600
2026-01;Rock Argentino;Pop Rock, New Wave, Progressive Rock;17;1102499;18.374.983.333.333.300
2026-01;Nuevo Flamenco;Latin Alternative, Bolero Fusion, Experimental Pop;6;961341;1.602.235
2026-01;Indie Rock;Alternative Rock, Garage Rock;5;896564;14.942.733.333.333.300
2026-01;Indie Rock;Art Rock, Synth-Pop, Dance Rock;7;872571;1.454.285
2026-01;Indie Pop;Indie Folk / Pop Tropical;5;870181;14.503.016.666.666.600
2026-01;Indie Rock;Jangle Pop, Bedroom Pop, Psychedelic Pop;6;825829;13.763.816.666.666.600
2026-01;Indie Pop;Electropop / Indie Chileno;8;817867;13.631.116.666.666.600
2026-01;Indie Folk;Canción de Autor;7;814698;135.783
2026-01;Rock Nacional;Rock Progresivo / Jazz Rock;7;805696;13.428.266.666.666.600
2026-01;Indie Pop;Canción de Autor, Art Pop;6;759385;12.656.416.666.666.600
2026-01;Urbano Latino;Reggaeton, Trap Latino, Synth-Pop, Mambo;6;738637;12.310.616.666.666.600
2026-01;Canción de Autor;Pop Folk / Latin Singer-Songwriter;3;685123;11.418.716.666.666.600
2026-01;Canción de Autor;Folktronica, Indie Folk;4;680452;11.340.866.666.666.600
2026-01;Rock Argentino;Alternative Rock, Electro-Rock, Pop Rock;10;672770;11.212.833.333.333.300
2026-01;Canción de Autor;Indie Folk, Canción Platense;4;656945;10.949.083.333.333.300
2026-01;Indie Pop;Pop Rock / Synth-Pop;7;646254;10.770.900.000.000.000
2026-01;Rock Argentino;Hard Rock, Funk Rock, Folklore Rock;6;628287;1.047.145
2026-01;Indie Rock;Art Rock, Alternative Rock;7;547561;9.126.016.666.666.660
2026-01;Indie Rock;Punk Folk, Experimental Rock;3;494938;8.248.966.666.666.660
2026-01;Indie Rock;Indie Rock Argentino / Post-Punk Revival;3;490197;816.995
2026-01;Indie Pop;Electropop / Urban Pop;2;482492;8.041.533.333.333.330
2026-01;Rock Argentino;Pop Rock, Piano Rock;6;480408;80.068
2026-01;Rock Nacional;Rock Barrial;3;449712;74.952.000.000.000.000
2026-01;Rock Argentino;Post-Punk / Folklore Rock;3;411486;68.581
2026-01;Indie Rock;Lo-Fi, Noise Pop, Post-Punk;3;366563;6.109.383.333.333.330
2026-01;Rock Argentino;Folk Rock, Progressive Rock;3;357840;5.964
2026-01;Indie Pop;Synth-Pop / Disco Rock;2;352484;5.874.733.333.333.330
2026-01;Indie Pop;Indie Folk, Canción Pop / Canción Urbana;5;340822;5.680.366.666.666.660
2026-01;Indie Pop;R&B Urbano, Bedroom Pop;3;326020;5.433.666.666.666.660
2026-01;Indie Rock;Indie Pop / Rock Argentino / Pop Experimental;7;322715;5.378.583.333.333.330
2026-01;Rock Nacional;Rock Stone / Barrial;2;293160;4.886
2026-01;Indie Pop;Electropop / Art Pop;3;290955;484.925
2026-01;Rock Argentino;Pop Rock / Indie Pop;2;281649;46.941.500.000.000.000
2026-01;Indie Folk;Alt-Country / Acoustic;1;280000;4.666.666.666.666.660
2026-01;Rock Argentino;Latin Rock, Ska Rock, Cumbia Rock;2;277144;4.619.066.666.666.660
2026-01;Canción de Autor;Folk Latinoamericano / Tropical;1;264400;4.406.666.666.666.660
2026-01;Indie Folk;Acoustic, Singer-Songwriter;1;264187;4.403.116.666.666.660
2026-01;Rock Argentino;Post-Punk / Tango Rock;1;241067;4.017.783.333.333.330
2026-01;Urbano Latino;Alternative Hip-Hop / Latin Fusion;1;234133;39.022.166.666.666.600
2026-01;Indie Rock;Post-Punk / Pop Rock;3;228403;3.806.716.666.666.660
2026-01;Indie Folk;Folk Rock / Alt-Country;1;215837;35.972.833.333.333.300
2026-01;Rock Argentino;Pop Rock;2;212107;35.351.166.666.666.600
2026-01;Canción de Autor;Rock de Cámara, Experimental Folk;2;206902;3.448.366.666.666.660
2026-01;Rock Argentino;Progressive Rock / Drummer;1;202480;33.746.666.666.666.600
2026-01;Indie Rock;MPB / Post-Punk;1;200738;33.456.333.333.333.300
2026-01;Rock Nacional;Pop Rock / New Wave;2;194606;3.243.433.333.333.330
2026-01;Indie Folk;Acoustic / Pop;1;188400;3.14
2026-01;Indie Folk;Jazz Latinoamericano / Bossa Nova;1;186210;31.035
2026-01;Canción de Autor;Latin Fusion / Pop Folk;2;171724;28.620.666.666.666.600
2026-01;Indie Rock;Post-Punk, New Wave;1;155688;25.948
2026-01;Rock Argentino;Alternative Rock, Funk Rock, Hard Rock;6;152909;2.548.483.333.333.330
2026-01;Indie Pop;Funk Pop / Psychedelic;1;148918;24.819.666.666.666.600
2026-01;Rock Argentino;Folk Rock / Psychedelic Rock;1;139227;232.045
2026-01;Indie Rock;Garage Rock, Post-Punk;4;126918;21.153
2026-01;Indie Rock;Canción de Autor, Bedroom Pop;2;103539;172.565
2026-01;Rock Argentino;Hard Rock, Blues Rock, Proto-Punk, Folk Progresivo;4;78455;1.307.583.333.333.330
2026-01;Urbano Latino;Alternative Hip-Hop, Industrial Rap, Post-Punk;2;54755;0.9125833333333333
2026-01;Indie Pop;Synth-Pop, Bedroom Pop;1;35813;0.5968833333333333
2026-01;Canción de Autor;Jazz Fusion, Folklore Fusion, Pop Rock;1;35139;0.58565
2026-01;Canción de Autor;Candombe Beat, Folk Uruguayo;2;23647;0.39411666666666667
2026-01;Rock Argentino;Blues Rock / Psicodelia;1;18625;0.3104166666666667
2026-01;Rock Argentino;Hard Rock, Art Rock;1;18419;0.30698333333333333
2026-01;Rock Argentino;Hard Rock, Heavy Blues;2;16596;0.2766
2026-01;Indie Pop;Jangle Pop, Post-Punk;2;15180;0.253
2026-01;Indie Pop;Pop Rock / Canción de Autor;2;14256;0.2376
2026-01;Indie Folk;Psych Folk / Americana;1;7287;0.12145
2026-01;Indie Rock;New Wave, Synth-Pop;1;5991;0.09985
2026-01;Indie Rock;Lo-Fi / Experimental Rock;3;5118;0.0853
2026-01;Urbano Latino;DJ / Reggaeton / Trap;1;3650;0.060833333333333336
2026-01;Canción de Autor;Indie Folk / Rock Argentino;1;3601;0.06001666666666667
2026-01;Urbano Latino;Alternative R&B, Trap Pop;1;2074;0.03456666666666667
2026-01;Rock Argentino;Alternative Rock, Post-Punk, Shoegaze;1;1821;0.03035
2026-01;Indie Pop;Dream Pop, Slowcore;1;1522;0.025366666666666666
2026-01;Rock Argentino;Folk Rock / Folklore Fusion;1;1299;0.02165
2026-01;Indie Pop;Electro-Pop, Performático;1;1011;0.01685
2026-01;Urbano Latino;Electro Funk, Alternative Trap, Hip-Hop;1;864;0.0144
2026-01;Rock Argentino;Psych Rock, Folk Rock, Canción de Autor;1;0;0.0
2026-02;Urbano Latino;Reggaeton, Trap Latino, Synth-Pop, Mambo;41;5488290;914.715
2026-02;Indie Folk;Indie Rock / Bedroom Pop;19;3799306;6.332.176.666.666.660
2026-02;Indie Folk;Folk / Canción de Autor;16;2973389;4.955.648.333.333.330
2026-02;Canción de Autor;Rock de Cámara, Experimental Folk;10;2546049;42.434.149.999.999.900
2026-02;Indie Rock;Jangle Pop, Bedroom Pop, Psychedelic Pop;12;1959072;326.512
2026-02;Urbano / Trap;Trap Argentino / R&B;13;1825788;304.298
2026-02;Rock Nacional;Blues Rock / Hard Rock / Indie Rock;8;1702506;283.751
2026-02;Rock Argentino;Progressive Rock, Art Pop, Symphonic Rock;9;1435520;23.925.333.333.333.300
2026-02;Indie Rock;Experimental, Dream Pop, Lo-Fi;7;1389921;2.316.535
2026-02;Rock Argentino;Pop Rock, New Wave, Progressive Rock;9;1330476;22.174.599.999.999.900
2026-02;Canción de Autor;Folk Rock / Indie Pop Español;7;1207061;20.117.683.333.333.300
2026-02;Rock Argentino;Reggae Rock, Post-Punk;9;1013554;16.892.566.666.666.600
2026-02;Indie Rock;Indie Rock Argentino / Post-Punk Revival;4;977548;16.292.466.666.666.600
2026-02;Indie Pop;Electropop / Indie Chileno;6;958233;1.597.055
2026-02;Indie Folk;Folk Pop / Acoustic / Latin Alternative;6;944629;15.743.816.666.666.600
2026-02;Rock Argentino;Art Rock, Alternative Rock, Electronic Fusion;5;924081;1.540.135
2026-02;Indie Rock;Art Rock, Synth-Pop, Dance Rock;8;896773;14.946.216.666.666.600
2026-02;Indie Pop;Indie Folk / Pop Tropical;5;885265;14.754.416.666.666.600
2026-02;Nuevo Flamenco;Latin Alternative, Bolero Fusion, Experimental Pop;17;818321;13.638.683.333.333.300
2026-02;Indie Rock;Post-Punk, Space Rock, Noise Pop;7;780712;13.011.866.666.666.600
2026-02;Indie Pop;Dream Pop, Slowcore;4;676073;11.267.883.333.333.300
2026-02;Indie Folk;Canción Latinoamericana;5;639201;1.065.335
2026-02;Rock Nacional;Rock Argentino / Blues Rock;4;610342;10.172.366.666.666.600
2026-02;Indie Pop;Indie Rock / Lo-Fi;3;554635;9.243.916.666.666.660
2026-02;Rock Nacional;Rock Stone / Blues Rock;4;519972;86.662
